Postcode,In Use?,Latitude,Longitude,Easting,Northing,GridRef,County,District,Ward,DistrictCode,WardCode,Country,CountyCode,Constituency,Introduced,Terminated,Parish,NationalPark,Population,Households,Built up area,Built up sub-division,Lower layer super output area,Rural/urban,Region,Altitude,London zone,LSOA Code
SP10 3ZG,Yes,51.209905,-1.512035,434183,145746,SU341457,"Hampshire","Test Valley","Millway", E07000093,E05004643,England,E10000014,"North West Hampshire",2007-07-01,,"Andover","",11,4,"Andover","Andover","Test Valley 005D","Urban city and town",South East,91,,E01023189
SP10 3ZJ,Yes,51.213823,-1.488271,435840,146193,SU358461,"Hampshire","Test Valley","Harroway", E07000093,E05004641,England,E10000014,"North West Hampshire",2008-03-01,,"Andover","",73,40,"Andover","Andover","Test Valley 004B","Urban city and town",South East,67,,E01023183
SP10 3ZL,Yes,51.212216,-1.516206,433890,146001,SU338460,"Hampshire","Test Valley","Harroway", E07000093,E05004641,England,E10000014,"North West Hampshire",2010-05-01,,"Andover","",,,"Andover","Andover","Test Valley 005B","Urban city and town",South East,88,,E01023180
SP10 3ZN,Yes,51.206331,-1.481741,436302,145363,SU363453,"Hampshire","Test Valley","St Mary's", E07000093,E05004648,England,E10000014,"North West Hampshire",2013-02-01,,"Andover","",,,"Andover","Andover","Test Valley 004E","Urban city and town",South East,59,,E01023204
SP10 3ZP,Yes,51.211293,-1.497848,435173,145907,SU351459,"Hampshire","Test Valley","Harroway", E07000093,E05004641,England,E10000014,"North West Hampshire",2012-02-01,,"Andover","",,,"Andover","Andover","Test Valley 004A","Urban city and town",South East,75,,E01023179
SP10 4AA,Yes,51.222271,-1.510258,434298,147122,SU342471,"Hampshire","Test Valley","Charlton", E07000093,E05004636,England,E10000014,"North West Hampshire",1980-01-01,,"Charlton","",7,3,"","","Test Valley 001B","Urban city and town",South East,69,,E01023169
SP10 4AB,Yes,51.225629,-1.509034,434381,147496,SU343474,"Hampshire","Test Valley","Charlton", E07000093,E05004636,England,E10000014,"North West Hampshire",1980-01-01,,"Charlton","",11,3,"Andover","Andover","Test Valley 001B","Urban city and town",South East,84,,E01023169
SP10 4AD,Yes,51.225233,-1.508923,434389,147452,SU343474,"Hampshire","Test Valley","Charlton", E07000093,E05004636,England,E10000014,"North West Hampshire",1980-01-01,,"Charlton","",8,2,"Andover","Andover","Test Valley 001B","Urban city and town",South East,82,,E01023169
SP10 4AE,Yes,51.219109,-1.500311,434995,146775,SU349467,"Hampshire","Test Valley","Charlton", E07000093,E05004636,England,E10000014,"North West Hampshire",1997-12-01,,"Charlton","",3,3,"Andover","Andover","Test Valley 001B","Urban city and town",South East,66,,E01023169
SP10 4AF,Yes,51.219548,-1.499963,435019,146824,SU350468,"Hampshire","Test Valley","Charlton", E07000093,E05004636,England,E10000014,"North West Hampshire",1990-02-01,,"Charlton","",81,62,"Andover","Andover","Test Valley 001B","Urban city and town",South East,66,,E01023169
