Postcode,In Use?,Latitude,Longitude,Easting,Northing,GridRef,County,District,Ward,DistrictCode,WardCode,Country,CountyCode,Constituency,Introduced,Terminated,Parish,NationalPark,Population,Households,Built up area,Built up sub-division,Lower layer super output area,Rural/urban,Region,Altitude,London zone,LSOA Code
WN6 7LU,Yes,53.551267,-2.646866,357240,406265,SD572062,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",1980-01-01,,"","",60,30,"Wigan","Wigan","Wigan 008C","Urban major conurbation",North West,35,,E01006369
WN6 7LW,Yes,53.551097,-2.648388,357139,406247,SD571062,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",1988-03-01,,"","",,,"Wigan","Wigan","Wigan 008B","Urban major conurbation",North West,33,,E01006258
WN6 7LX,Yes,53.551455,-2.64708,357226,406286,SD572062,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",1980-01-01,,"","",33,16,"Wigan","Wigan","Wigan 008C","Urban major conurbation",North West,35,,E01006369
WN6 7LY,Yes,53.55228,-2.650791,356981,406380,SD569063,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",1980-01-01,,"","",80,38,"Wigan","Wigan","Wigan 008B","Urban major conurbation",North West,34,,E01006258
WN6 7LZ,Yes,53.552551,-2.650463,357003,406410,SD570064,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",1980-01-01,,"","",101,42,"Wigan","Wigan","Wigan 008B","Urban major conurbation",North West,34,,E01006258
WN6 7NA,Yes,53.552496,-2.649104,357093,406403,SD570064,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",1980-01-01,,"","",2,2,"Wigan","Wigan","Wigan 008B","Urban major conurbation",North West,37,,E01006258
WN6 7NB,Yes,53.553205,-2.650956,356971,406483,SD569064,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",1980-01-01,,"","",61,34,"Wigan","Wigan","Wigan 008B","Urban major conurbation",North West,32,,E01006258
WN6 7ND,Yes,53.553046,-2.651995,356902,406466,SD569064,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",1980-01-01,,"","",21,11,"Wigan","Wigan","Wigan 008B","Urban major conurbation",North West,32,,E01006258
WN6 7NE,Yes,53.553789,-2.652686,356857,406549,SD568065,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",1980-01-01,,"","",78,35,"Wigan","Wigan","Wigan 008B","Urban major conurbation",North West,32,,E01006258
WN6 7NF,Yes,53.553036,-2.653882,356777,406466,SD567064,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",1980-01-01,,"","",12,5,"Wigan","Wigan","Wigan 005D","Urban major conurbation",North West,27,,E01006256
WN6 7NG,Yes,53.553159,-2.652782,356850,406479,SD568064,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",1980-01-01,,"","",20,8,"Wigan","Wigan","Wigan 008B","Urban major conurbation",North West,31,,E01006258
WN6 7NH,Yes,53.554179,-2.653613,356796,406593,SD567065,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",1980-01-01,,"","",160,76,"Wigan","Wigan","Wigan 005D","Urban major conurbation",North West,32,,E01006256
WN6 7NL,Yes,53.557263,-2.66154,356274,406941,SD562069,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",1980-01-01,,"","",14,6,"Wigan","Wigan","Wigan 005D","Urban major conurbation",North West,24,,E01006256
WN6 7NN,Yes,53.554616,-2.655974,356640,406643,SD566066,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",1980-01-01,,"","",110,49,"Wigan","Wigan","Wigan 005D","Urban major conurbation",North West,28,,E01006256
WN6 7NP,Yes,53.553919,-2.656794,356585,406566,SD565065,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",1980-01-01,,"","",31,15,"Wigan","Wigan","Wigan 005D","Urban major conurbation",North West,26,,E01006256
WN6 7NQ,Yes,53.553307,-2.65683,356582,406498,SD565064,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",1981-09-01,,"","",2,1,"Wigan","Wigan","Wigan 005D","Urban major conurbation",North West,25,,E01006256
WN6 7NR,Yes,53.554442,-2.656394,356612,406624,SD566066,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",1980-01-01,,"","",14,6,"Wigan","Wigan","Wigan 005D","Urban major conurbation",North West,26,,E01006256
WN6 7NT,Yes,53.557119,-2.659938,356380,406924,SD563069,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",1980-01-01,,"","",55,20,"Wigan","Wigan","Wigan 005A","Urban major conurbation",North West,25,,E01006253
WN6 7NY,Yes,53.557225,-2.658762,356458,406935,SD564069,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",1980-01-01,,"","",39,14,"Wigan","Wigan","Wigan 005D","Urban major conurbation",North West,29,,E01006256
WN6 7NZ,Yes,53.557561,-2.659809,356389,406973,SD563069,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",1992-01-01,,"","",73,23,"Wigan","Wigan","Wigan 005D","Urban major conurbation",North West,26,,E01006256
WN6 7PA,Yes,53.557025,-2.646048,357300,406905,SD573069,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",1992-01-01,,"","",109,42,"Wigan","Wigan","Wigan 005C","Urban major conurbation",North West,49,,E01006255
WN6 7PD,Yes,53.555658,-2.644352,357411,406752,SD574067,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",1999-12-01,,"","",,,"Wigan","Wigan","Wigan 005C","Urban major conurbation",North West,47,,E01006255
WN6 7PE,Yes,53.555627,-2.643597,357461,406748,SD574067,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",1980-01-01,,"","",72,27,"Wigan","Wigan","Wigan 008D","Urban major conurbation",North West,47,,E01006371
WN6 7PF,Yes,53.554774,-2.645108,357360,406654,SD573066,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",1980-01-01,,"","",78,29,"Wigan","Wigan","Wigan 008A","Urban major conurbation",North West,44,,E01006257
WN6 7PG,Yes,53.555722,-2.644187,357422,406759,SD574067,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",1980-01-01,,"","",32,9,"Wigan","Wigan","Wigan 005C","Urban major conurbation",North West,47,,E01006255
WN6 7PH,Yes,53.557472,-2.644712,357389,406954,SD573069,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",1980-01-01,,"","",62,23,"Wigan","Wigan","Wigan 005C","Urban major conurbation",North West,50,,E01006255
WN6 7PJ,Yes,53.557013,-2.64478,357384,406903,SD573069,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",1980-01-01,,"","",55,21,"Wigan","Wigan","Wigan 005C","Urban major conurbation",North West,50,,E01006255
WN6 7PL,Yes,53.559038,-2.646109,357298,407129,SD572071,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",1980-01-01,,"","",45,19,"Wigan","Wigan","Wigan 005C","Urban major conurbation",North West,55,,E01006255
WN6 7PN,Yes,53.55957,-2.645649,357329,407188,SD573071,"Greater Manchester","Wigan","Wigan West", E08000010,E05000862,England,E11000010,"Wigan",1980-01-01,,"","",45,23,"Wigan","Wigan","Wigan 005C","Urban major conurbation",North West,56,,E01006255
