Postcode,In Use?,Latitude,Longitude,Easting,Northing,GridRef,County,District,Ward,DistrictCode,WardCode,Country,CountyCode,Constituency,Introduced,Terminated,Parish,NationalPark,Population,Households,Built up area,Built up sub-division,Lower layer super output area,Rural/urban,Region,Altitude,London zone,LSOA Code
PH2 7PG,Yes,56.414298,-3.374955,315266,725522,NO152255,"","Perth and Kinross","Strathmore", S12000024,S13002739,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",30,9,"","","Scone - 05","Accessible rural area",,118,,S01011953
PH2 7PH,Yes,56.422492,-3.366026,315835,726423,NO158264,"","Perth and Kinross","Strathmore", S12000024,S13002739,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",17,7,"","","Guildtown, Balbeggie and St Madoes - 03","Accessible rural area",,114,,S01011958
PH2 7PJ,Yes,56.425949,-3.356389,316437,726796,NO164267,"","Perth and Kinross","Strathmore", S12000024,S13002739,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",19,7,"","","Guildtown, Balbeggie and St Madoes - 03","Accessible rural area",,122,,S01011958
PH2 7PL,Yes,56.414162,-3.346438,317025,725472,NO170254,"","Perth and Kinross","Carse of Gowrie", S12000024,S13002738,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",18,6,"","","Guildtown, Balbeggie and St Madoes - 03","Accessible rural area",,185,,S01011958
PH2 7PN,Yes,56.421132,-3.355747,316466,726259,NO164262,"","Perth and Kinross","Strathmore", S12000024,S13002739,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",1,1,"","","Guildtown, Balbeggie and St Madoes - 03","Accessible rural area",,148,,S01011958
PH2 7PP,Yes,56.435857,-3.341756,317361,727881,NO173278,"","Perth and Kinross","Strathmore", S12000024,S13002739,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",12,8,"","","Guildtown, Balbeggie and St Madoes - 03","Accessible rural area",,124,,S01011958
PH2 7PQ,Yes,56.41618,-3.381847,314845,725740,NO148257,"","Perth and Kinross","Strathmore", S12000024,S13002739,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",9,4,"","","Guildtown, Balbeggie and St Madoes - 03","Accessible rural area",,79,,S01011958
PH2 7PR,Yes,56.436636,-3.322743,318535,727945,NO185279,"","Perth and Kinross","Carse of Gowrie", S12000024,S13002738,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",15,8,"","","Guildtown, Balbeggie and St Madoes - 03","Accessible rural area",,127,,S01011958
PH2 7PS,Yes,56.390507,-3.214766,325102,722688,NO251226,"","Perth and Kinross","Carse of Gowrie", S12000024,S13002738,Scotland,S99999999,"Perth and North Perthshire",2005-11-01,,"","",8,3,"","","Errol and Inchture - 05","Accessible rural area",,36,,S01011964
PH2 7PT,Yes,56.393498,-3.207556,325553,723013,NO255230,"","Perth and Kinross","Carse of Gowrie", S12000024,S13002738,Scotland,S99999999,"Perth and North Perthshire",1990-02-01,,"","",66,32,"","","Errol and Inchture - 04","Accessible rural area",,24,,S01011963
